"sub","ses","task","datatype","trial_n","cold_t","warm_t","burn_yn","temp_cw"
"22","1","fast","beh",41,24,37.2999992370605,0,1
"22","1","fast","beh",42,18,33.2999992370605,0,1
"22","1","fast","beh",43,24,31.5,0,1
"22","1","fast","beh",44,12,37.4000015258789,1,1
"22","1","fast","beh",45,24,31.7000007629395,0,1
"22","1","fast","beh",46,9,35.2000007629395,1,1
"22","1","fast","beh",47,18,37.0999984741211,0,1
"22","1","fast","beh",48,18,43,1,1
"22","1","fast","beh",49,24,46.5999984741211,1,1
"22","1","fast","beh",50,24,45,1,1
"22","1","fast","beh",51,24,32.2000007629395,1,1
"22","1","fast","beh",52,27,35.5999984741211,0,1
"22","1","fast","beh",53,27,47.5999984741211,1,1
"22","1","fast","beh",54,24,42.2000007629395,1,1
"22","1","fast","beh",55,15,34.2999992370605,1,1
"22","1","fast","beh",56,24,31.7999992370605,0,1
"22","1","fast","beh",57,24,32.0999984741211,0,1
"22","1","fast","beh",58,3,30.8999996185303,1,1
"22","1","fast","beh",59,15,32.7999992370605,1,1
"22","1","fast","beh",60,18,33.7999992370605,1,1
"22","1","fast","beh",61,24,39,1,1
"22","1","fast","beh",62,27,42.7999992370605,0,1
"22","1","fast","beh",63,27,36.7999992370605,0,1
"22","1","fast","beh",64,24,32.2999992370605,1,1
"22","1","fast","beh",65,18,33,1,1
"22","1","fast","beh",66,18,32.2999992370605,1,1
"22","1","fast","beh",67,21,34.5999984741211,1,1
"22","1","fast","beh",68,24,31.7000007629395,0,1
"22","1","fast","beh",69,24,38.4000015258789,0,1
"22","1","fast","beh",70,27,44.5999984741211,1,1
"22","1","fast","beh",71,21,35.0999984741211,1,1
"22","1","fast","beh",72,24,32.0999984741211,0,1
"22","1","fast","beh",73,24,32.2999992370605,0,1
"22","1","fast","beh",74,24,38.9000015258789,0,1
"22","1","fast","beh",75,27,37.7999992370605,0,1
"22","1","fast","beh",76,21,36,1,1
"22","1","fast","beh",77,27,38.0999984741211,0,1
"22","1","fast","beh",78,24,39.7000007629395,0,1
"22","1","fast","beh",79,24,40.9000015258789,1,1
"22","1","fast","beh",80,21,36.2000007629395,1,1
"22","1","fast","beh",81,27,38.5,1,1
"22","1","fast","beh",82,21,35.7000007629395,1,0
"22","1","fast","beh",83,24,39.4000015258789,1,1
"22","1","fast","beh",84,24,39.0999984741211,0,1
"22","1","fast","beh",85,15,30.3999996185303,1,1
"22","1","fast","beh",86,18,32.2000007629395,1,1
"22","1","fast","beh",87,27,32.0999984741211,0,1
"22","1","fast","beh",88,27,32.5,0,1
"22","1","fast","beh",89,21,34.7000007629395,1,1
"22","1","fast","beh",90,27,32.9000015258789,0,1
"22","1","fast","beh",91,27,44.5999984741211,1,1
"22","1","fast","beh",92,27,33.0999984741211,0,1
"22","1","fast","beh",93,27,44.5,0,1
"22","1","fast","beh",94,24,39,1,1
"22","1","fast","beh",95,27,44.9000015258789,1,1
"22","1","fast","beh",96,24,38.7000007629395,0,1
"22","1","fast","beh",97,24,33.2999992370605,1,1
"22","1","fast","beh",98,18,30.8999996185303,1,1
"22","1","fast","beh",99,27,33.5,0,1
"22","1","fast","beh",100,27,39.2999992370605,1,1
"23","1","fast","beh",1,27,35,0,0
"23","1","fast","beh",2,6,34.0999984741211,1,1
"23","1","fast","beh",3,27,43.2999992370605,0,1
"23","1","fast","beh",4,24,46.2000007629395,1,1
"23","1","fast","beh",5,12,30.8999996185303,0,1
"23","1","fast","beh",6,27,45,0,1
"23","1","fast","beh",7,21,39,0,1
"23","1","fast","beh",8,9,34.0999984741211,0,1
"23","1","fast","beh",9,18,40.5,0,1
"23","1","fast","beh",10,6,37.9000015258789,0,1
"23","1","fast","beh",11,3,45.5999984741211,1,1
"23","1","fast","beh",12,24,47.7000007629395,1,1
"23","1","fast","beh",13,3,42.0999984741211,0,1
"23","1","fast","beh",14,3,47.4000015258789,1,1
"23","1","fast","beh",15,9,36.7999992370605,0,1
"23","1","fast","beh",16,18,44.7000007629395,0,1
"23","1","fast","beh",17,3,46.5,0,1
"23","1","fast","beh",18,15,37.0999984741211,0,1
"23","1","fast","beh",19,18,47.5,1,1
"23","1","fast","beh",20,3,36.0999984741211,0,0
"23","1","fast","beh",21,18,40.5,0,1
"23","1","fast","beh",22,3,39,0,1
"23","1","fast","beh",23,9,49.7000007629395,1,1
"23","1","fast","beh",24,18,42.7000007629395,0,1
"23","1","fast","beh",25,24,47,0,1
"23","1","fast","beh",26,21,43.2000007629395,0,1
"23","1","fast","beh",27,12,46.2000007629395,0,1
"23","1","fast","beh",28,0,43.2000007629395,0,1
"23","1","fast","beh",29,27,49,0,1
"23","1","fast","beh",30,24,44.9000015258789,0,1
"23","1","fast","beh",31,18,48.9000015258789,0,1
"23","1","fast","beh",32,24,45.5999984741211,0,1
"23","1","fast","beh",33,12,48.7999992370605,0,1
"23","1","fast","beh",34,0,38.7000007629395,0,0
"23","1","fast","beh",35,12,43.2999992370605,0,1
"23","1","fast","beh",36,24,46.5,0,1
"23","1","fast","beh",37,12,44,0,1
"23","1","fast","beh",38,3,42.9000015258789,0,1
"23","1","fast","beh",39,27,48,0,1
"23","1","fast","beh",40,0,42.2999992370605,0,0
"23","1","fast","beh",41,0,43.4000015258789,0,1
"23","1","fast","beh",42,3,49.5999984741211,1,1
"23","1","fast","beh",43,9,44.9000015258789,0,1
"23","1","fast","beh",44,0,48.2000007629395,1,1
"23","1","fast","beh",45,18,49.9000015258789,1,1
"23","1","fast","beh",46,15,48.7000007629395,1,1
"23","1","fast","beh",47,15,45.5,0,1
"23","1","fast","beh",48,12,45.2999992370605,0,1
"23","1","fast","beh",49,18,48.7999992370605,0,1
"23","1","fast","beh",50,0,44.2000007629395,0,1
"23","1","fast","beh",51,27,48.2999992370605,0,1
"23","1","fast","beh",52,18,49.2999992370605,1,1
"23","1","fast","beh",53,15,48.4000015258789,1,1
"23","1","fast","beh",54,21,47,0,1
"23","1","fast","beh",55,21,49.2000007629395,0,1
"23","1","fast","beh",56,9,47.7000007629395,0,1
"23","1","fast","beh",57,24,48.0999984741211,0,1
"23","1","fast","beh",58,18,46.7999992370605,0,1
"23","1","fast","beh",59,9,45.5999984741211,0,1
"23","1","fast","beh",60,0,49.7000007629395,1,1
"23","1","fast","beh",61,9,47.9000015258789,0,1
"23","1","fast","beh",62,27,49.2999992370605,0,1
"23","1","fast","beh",63,18,47.2999992370605,0,1
"23","1","fast","beh",64,18,47.4000015258789,0,1
"23","1","fast","beh",65,6,45.7000007629395,0,1
"23","1","fast","beh",66,21,48.2000007629395,0,1
"23","1","fast","beh",67,12,48.7999992370605,0,1
"23","1","fast","beh",68,15,47.2000007629395,0,1
"23","1","fast","beh",69,6,46.0999984741211,0,1
"23","1","fast","beh",70,12,47,0,1
"23","1","fast","beh",71,21,48.5,0,1
"23","1","fast","beh",72,6,46.4000015258789,0,1
"23","1","fast","beh",73,0,45.5,0,1
"23","1","fast","beh",74,12,47.2000007629395,0,1
"23","1","fast","beh",75,9,47,0,1
"23","1","fast","beh",76,12,49.2999992370605,0,1
"23","1","fast","beh",77,12,49.7000007629395,0,1
"23","1","fast","beh",78,6,49.5999984741211,1,1
"23","1","fast","beh",79,0,45.7999992370605,0,1
"23","1","fast","beh",80,0,46.2000007629395,0,1
"23","1","fast","beh",81,0,46.5,0,1
"23","1","fast","beh",82,12,49.7999992370605,1,1
"23","1","fast","beh",83,6,49,1,1
"23","1","fast","beh",84,12,49.0999984741211,0,1
"23","1","fast","beh",85,15,49.7000007629395,1,1
"23","1","fast","beh",86,6,48.7000007629395,0,1
"23","1","fast","beh",87,18,48.2000007629395,0,1
"23","1","fast","beh",88,9,49.2000007629395,0,1
"23","1","fast","beh",89,24,49.2000007629395,0,1
"23","1","fast","beh",90,15,48,0,1
"23","1","fast","beh",91,3,47.0999984741211,0,1
"23","1","fast","beh",92,9,49.5,1,1
"23","1","fast","beh",93,15,49.7999992370605,1,1
"23","1","fast","beh",94,3,47.0999984741211,0,1
"23","1","fast","beh",95,12,49.2999992370605,1,1
"23","1","fast","beh",96,0,49.9000015258789,1,1
"23","1","fast","beh",97,9,47.4000015258789,0,1
"23","1","fast","beh",98,9,47.5,0,1
"23","1","fast","beh",99,18,49.7999992370605,0,1
"23","1","fast","beh",100,18,48.5,0,0
"24","1","fast","beh",1,27,35,0,1
"24","1","fast","beh",2,9,32.9000015258789,0,0
"24","1","fast","beh",3,15,41,0,1
"24","1","fast","beh",4,0,40.5,1,1
"24","1","fast","beh",5,9,40.2000007629395,0,1
"24","1","fast","beh",6,6,41.2000007629395,0,1
"24","1","fast","beh",7,12,47.2999992370605,1,1
"24","1","fast","beh",8,24,47.7000007629395,1,1
"24","1","fast","beh",9,0,36.2999992370605,0,0
"24","1","fast","beh",10,24,47.7999992370605,1,1
"24","1","fast","beh",11,0,38.5,1,1
"24","1","fast","beh",12,24,43.7000007629395,0,1
"24","1","fast","beh",13,21,44.2999992370605,0,1
"24","1","fast","beh",14,27,47,1,1
"24","1","fast","beh",15,21,44.2000007629395,0,1
"24","1","fast","beh",16,3,41.2999992370605,1,1
"24","1","fast","beh",17,21,45,0,1
"24","1","fast","beh",18,6,43.2999992370605,1,1
"24","1","fast","beh",19,12,43.4000015258789,0,1
"24","1","fast","beh",20,27,45.7000007629395,0,1
"24","1","fast","beh",21,12,42.9000015258789,0,1
"24","1","fast","beh",22,6,42.0999984741211,1,1
"24","1","fast","beh",23,21,45.9000015258789,0,1
"24","1","fast","beh",24,12,43.7999992370605,0,1
"24","1","fast","beh",25,0,37.5,0,1
"24","1","fast","beh",26,6,41.2999992370605,0,1
"24","1","fast","beh",27,6,41.9000015258789,0,1
"24","1","fast","beh",28,21,46.2000007629395,1,1
"24","1","fast","beh",29,12,43.4000015258789,1,1
"24","1","fast","beh",30,27,46.5999984741211,0,1
"24","1","fast","beh",31,3,40,0,1
"24","1","fast","beh",32,21,45.5999984741211,1,1
"24","1","fast","beh",33,21,46.0999984741211,0,1
"24","1","fast","beh",34,18,46.5,0,1
"24","1","fast","beh",35,3,38.5999984741211,0,0
"24","1","fast","beh",36,15,43,0,1
"24","1","fast","beh",37,0,40.4000015258789,1,1
"24","1","fast","beh",38,6,43.7999992370605,0,1
"24","1","fast","beh",39,15,49.2000007629395,1,1
"24","1","fast","beh",40,3,44.4000015258789,0,1
"24","1","fast","beh",41,6,44.2999992370605,0,1
"24","1","fast","beh",42,24,49.0999984741211,1,1
"24","1","fast","beh",43,3,43.5999984741211,0,1
"24","1","fast","beh",44,3,44.2000007629395,0,1
"24","1","fast","beh",45,21,48.4000015258789,1,1
"24","1","fast","beh",46,12,46.5,0,1
"24","1","fast","beh",47,18,42.0999984741211,0,1
"24","1","fast","beh",48,15,47.4000015258789,1,1
"24","1","fast","beh",49,15,42.4000015258789,0,1
"24","1","fast","beh",50,9,46,1,1
"24","1","fast","beh",51,6,45,0,1
"24","1","fast","beh",52,24,48.0999984741211,1,1
"24","1","fast","beh",53,3,47.9000015258789,1,1
"24","1","fast","beh",54,24,44.4000015258789,0,1
"24","1","fast","beh",55,15,43.5999984741211,1,1
"24","1","fast","beh",56,0,36.0999984741211,1,0
"24","1","fast","beh",57,0,33.5999984741211,1,0
"24","1","fast","beh",58,15,41.5999984741211,0,1
"24","1","fast","beh",59,15,42.0999984741211,0,1
"24","1","fast","beh",60,24,48.4000015258789,1,1
"24","1","fast","beh",61,6,40.7000007629395,0,1
"24","1","fast","beh",62,6,48.2000007629395,1,1
"24","1","fast","beh",63,15,46.5,1,1
"24","1","fast","beh",64,0,35.9000015258789,1,1
"24","1","fast","beh",65,3,40.0999984741211,0,1
"24","1","fast","beh",66,15,46.4000015258789,0,1
"24","1","fast","beh",67,9,45.2999992370605,0,1
"24","1","fast","beh",68,24,47.7999992370605,1,1
"24","1","fast","beh",69,3,43.2999992370605,0,1
"24","1","fast","beh",70,0,35.4000015258789,1,1
"24","1","fast","beh",71,21,44.5999984741211,0,1
"24","1","fast","beh",72,12,46.0999984741211,0,1
"24","1","fast","beh",73,6,41.7999992370605,0,1
"24","1","fast","beh",74,15,46.7000007629395,1,1
"24","1","fast","beh",75,18,47,1,1
"24","1","fast","beh",76,0,32.4000015258789,0,0
"24","1","fast","beh",77,21,44.9000015258789,0,1
"24","1","fast","beh",78,15,48.7000007629395,1,1
"24","1","fast","beh",79,18,44.7000007629395,0,1
"24","1","fast","beh",80,24,47.5,0,1
"24","1","fast","beh",81,6,44.5,0,1
"24","1","fast","beh",82,9,45.4000015258789,1,1
"24","1","fast","beh",83,21,45.0999984741211,0,1
"24","1","fast","beh",84,3,41.2999992370605,1,1
"24","1","fast","beh",85,12,45.9000015258789,1,1
"24","1","fast","beh",86,9,43.0999984741211,0,1
"24","1","fast","beh",87,3,45.4000015258789,0,1
"24","1","fast","beh",88,12,43.5999984741211,0,1
"24","1","fast","beh",89,21,49.5999984741211,1,1
"24","1","fast","beh",90,9,47.5,1,1
"24","1","fast","beh",91,9,47.4000015258789,1,1
"24","1","fast","beh",92,6,42.4000015258789,0,1
"24","1","fast","beh",93,3,41.2999992370605,0,1
"24","1","fast","beh",94,18,44.7999992370605,0,1
"24","1","fast","beh",95,15,46.4000015258789,0,1
"24","1","fast","beh",96,18,44.9000015258789,0,1
"24","1","fast","beh",97,18,46.7999992370605,0,1
"24","1","fast","beh",98,9,45.4000015258789,0,1
"24","1","fast","beh",99,3,43.4000015258789,0,1
"24","1","fast","beh",100,0,35.5999984741211,1,1
"25","1","fast","beh",1,27,35,0,1
"25","1","fast","beh",2,6,31.7999992370605,1,0
"25","1","fast","beh",3,21,34,0,1
"25","1","fast","beh",4,24,43.2999992370605,1,1
"25","1","fast","beh",5,18,34,0,0
"25","1","fast","beh",6,21,41.2000007629395,1,1
"25","1","fast","beh",7,18,33.9000015258789,0,1
"25","1","fast","beh",8,21,37.0999984741211,1,1
"25","1","fast","beh",9,3,30.3999996185303,1,1
"25","1","fast","beh",10,9,31.3999996185303,1,1
"25","1","fast","beh",11,21,37.5999984741211,0,0
"25","1","fast","beh",12,9,32,1,0
"25","1","fast","beh",13,21,35.2999992370605,0,1
"25","1","fast","beh",14,12,32.2999992370605,0,0
"25","1","fast","beh",15,15,31,0,0
"25","1","fast","beh",16,12,32.2000007629395,0,1
"25","1","fast","beh",17,21,38.7999992370605,1,1
"25","1","fast","beh",18,15,32.5,0,0
"25","1","fast","beh",19,12,32.5999984741211,0,0
"25","1","fast","beh",20,12,34.4000015258789,1,1
"25","1","fast","beh",21,18,35.2000007629395,0,1
"25","1","fast","beh",22,24,40.5,1,1
"25","1","fast","beh",23,12,32.2999992370605,1,0
"25","1","fast","beh",24,21,36.5,0,0
"25","1","fast","beh",25,9,30.8999996185303,1,0
"25","1","fast","beh",26,18,37,0,1
"25","1","fast","beh",27,9,30.7000007629395,0,0
"25","1","fast","beh",28,15,34.5999984741211,0,1
"25","1","fast","beh",29,21,38.5999984741211,0,1
"25","1","fast","beh",30,9,31.2999992370605,0,0
"25","1","fast","beh",31,18,34.4000015258789,0,0
"25","1","fast","beh",32,24,43.5999984741211,1,1
"25","1","fast","beh",33,15,37.0999984741211,1,0
"25","1","fast","beh",34,21,38.7000007629395,1,1
"25","1","fast","beh",35,21,39.7999992370605,1,1
"25","1","fast","beh",36,18,36.5999984741211,0,1
"25","1","fast","beh",37,24,40.2000007629395,0,1
"25","1","fast","beh",38,27,43.7000007629395,0,1
"25","1","fast","beh",39,15,35,0,0
"25","1","fast","beh",40,18,35.2000007629395,0,0
"25","1","fast","beh",41,18,39,1,1
"25","1","fast","beh",42,9,32.7999992370605,0,0
"25","1","fast","beh",43,15,33.2999992370605,0,0
"25","1","fast","beh",44,18,37.2999992370605,0,1
"25","1","fast","beh",45,18,37.5,0,1
"25","1","fast","beh",46,24,41.7000007629395,0,1
"25","1","fast","beh",47,18,35.2999992370605,0,0
"25","1","fast","beh",48,24,42.2000007629395,0,1
"25","1","fast","beh",49,12,31.3999996185303,0,0
"25","1","fast","beh",50,12,34.2999992370605,1,1
"25","1","fast","beh",51,3,30.3999996185303,1,0
"25","1","fast","beh",52,24,40.2999992370605,0,1
"25","1","fast","beh",53,21,40.2000007629395,1,1
"25","1","fast","beh",54,21,41.7000007629395,1,1
"25","1","fast","beh",55,18,36.0999984741211,0,1
"25","1","fast","beh",56,12,33.5999984741211,0,0
"25","1","fast","beh",57,21,41.4000015258789,0,1
"25","1","fast","beh",58,18,36.2000007629395,0,1
"25","1","fast","beh",59,24,40.5999984741211,0,1
"25","1","fast","beh",60,24,44.2999992370605,1,1
"25","1","fast","beh",61,27,46.0999984741211,1,1
"25","1","fast","beh",62,21,40,0,1
"25","1","fast","beh",63,24,40.7000007629395,0,1
"25","1","fast","beh",64,18,39.5999984741211,1,1
"25","1","fast","beh",65,24,40.9000015258789,0,0
"25","1","fast","beh",66,12,33.7999992370605,0,0
"25","1","fast","beh",67,24,42.2999992370605,0,1
"25","1","fast","beh",68,27,43.2000007629395,0,1
"25","1","fast","beh",69,24,42.5999984741211,0,1
"25","1","fast","beh",70,27,45.0999984741211,1,1
"25","1","fast","beh",71,15,36,0,0
"25","1","fast","beh",72,9,31.7999992370605,0,0
"25","1","fast","beh",73,12,34.0999984741211,0,0
"25","1","fast","beh",74,21,38.9000015258789,0,0
"25","1","fast","beh",75,6,31.3999996185303,1,0
"25","1","fast","beh",76,9,30.6000003814697,1,0
"25","1","fast","beh",77,27,43.2000007629395,1,1
"25","1","fast","beh",78,12,32.5,1,1
"25","1","fast","beh",79,18,40.0999984741211,1,1
"25","1","fast","beh",80,12,34,1,0
"25","1","fast","beh",81,24,40.9000015258789,0,1
"25","1","fast","beh",82,27,43,0,1
"25","1","fast","beh",83,15,36,0,1
"25","1","fast","beh",84,27,43.0999984741211,0,1
"25","1","fast","beh",85,27,44.7000007629395,1,1
"25","1","fast","beh",86,24,42.4000015258789,0,0
"25","1","fast","beh",87,9,33.0999984741211,0,0
"25","1","fast","beh",88,12,35.7999992370605,0,1
"25","1","fast","beh",89,18,36.7000007629395,0,1
"25","1","fast","beh",90,27,44.7999992370605,1,1
"25","1","fast","beh",91,15,36.5,1,1
"25","1","fast","beh",92,18,36.7000007629395,0,1
"25","1","fast","beh",93,18,38.5,0,1
"25","1","fast","beh",94,21,42.4000015258789,0,0
"25","1","fast","beh",95,21,38.7999992370605,1,1
"25","1","fast","beh",96,15,39,1,1
"25","1","fast","beh",97,12,34.5,1,1
"25","1","fast","beh",98,21,40.7000007629395,1,0
"25","1","fast","beh",99,9,30,0,0
"25","1","fast","beh",100,12,36.2000007629395,1,1
"26","1","fast","beh",1,27,35,0,1
"26","1","fast","beh",2,6,36.4000015258789,1,1
"26","1","fast","beh",3,9,31.5,1,0
"26","1","fast","beh",4,24,39.4000015258789,1,1
"26","1","fast","beh",5,27,41,1,1
"26","1","fast","beh",6,18,30.1000003814697,0,0
"26","1","fast","beh",7,27,38.9000015258789,0,1
"26","1","fast","beh",8,18,34.5,0,0
"26","1","fast","beh",9,24,39.0999984741211,1,1
"26","1","fast","beh",10,6,31.7000007629395,1,0
"26","1","fast","beh",11,15,30.6000003814697,0,0
"26","1","fast","beh",12,21,37.9000015258789,1,1
"26","1","fast","beh",13,12,30.7999992370605,1,0
"26","1","fast","beh",14,27,38.2999992370605,0,1
"26","1","fast","beh",15,24,38.0999984741211,0,1
"26","1","fast","beh",16,15,32.2999992370605,0,0
"26","1","fast","beh",17,12,30.6000003814697,1,0
"26","1","fast","beh",18,18,34.5,1,1
"26","1","fast","beh",19,12,32.2000007629395,0,0
"26","1","fast","beh",20,15,38.5,1,1
"26","1","fast","beh",21,15,37.0999984741211,1,1
"26","1","fast","beh",22,12,34.2999992370605,0,0
"26","1","fast","beh",23,24,39.2000007629395,0,1
"26","1","fast","beh",24,6,36.7000007629395,1,0
"26","1","fast","beh",25,24,32.2000007629395,0,0
"26","1","fast","beh",26,24,33.2999992370605,0,1
"26","1","fast","beh",27,24,45.9000015258789,1,1
"26","1","fast","beh",28,27,38,0,1
"26","1","fast","beh",29,27,38.7000007629395,1,1
"26","1","fast","beh",30,15,32.2999992370605,1,0
"26","1","fast","beh",31,21,42.0999984741211,1,1
"26","1","fast","beh",32,9,33.9000015258789,1,0
"26","1","fast","beh",33,24,43.4000015258789,1,1
"26","1","fast","beh",34,15,35.7000007629395,1,1
"26","1","fast","beh",35,3,30.3999996185303,1,0
"26","1","fast","beh",36,21,39.2999992370605,1,1
"26","1","fast","beh",37,21,35.5,1,1
"26","1","fast","beh",38,6,30.6000003814697,1,0
"26","1","fast","beh",39,27,44.5999984741211,1,1
"26","1","fast","beh",40,15,31.1000003814697,0,0
"26","1","fast","beh",41,24,37.9000015258789,1,1
"26","1","fast","beh",42,12,32.7999992370605,0,0
"26","1","fast","beh",43,21,38.5,1,1
"26","1","fast","beh",44,15,31.7999992370605,1,0
"26","1","fast","beh",45,12,33.0999984741211,1,0
"26","1","fast","beh",46,27,43.2999992370605,1,1
"26","1","fast","beh",47,24,34.4000015258789,0,1
"26","1","fast","beh",48,21,35.2000007629395,0,0
"26","1","fast","beh",49,15,34.2999992370605,0,0
"26","1","fast","beh",50,24,37.7000007629395,0,1
"26","1","fast","beh",51,18,36.5999984741211,1,1
"26","1","fast","beh",52,18,33.9000015258789,0,0
"26","1","fast","beh",53,27,40.2000007629395,0,1
"26","1","fast","beh",54,27,40.7000007629395,1,1
"26","1","fast","beh",55,15,30,1,0
"26","1","fast","beh",56,21,32.5999984741211,0,0
"26","1","fast","beh",57,24,38,1,1
"26","1","fast","beh",58,21,35.5999984741211,0,1
"26","1","fast","beh",59,27,37.5999984741211,0,1
"26","1","fast","beh",60,9,31.6000003814697,0,1
"26","1","fast","beh",61,24,40.9000015258789,0,1
"26","1","fast","beh",62,3,30.2999992370605,1,0
"26","1","fast","beh",63,12,33.7999992370605,0,0
"26","1","fast","beh",64,9,33,0,0
"26","1","fast","beh",65,27,41,1,1
"26","1","fast","beh",66,15,36.7000007629395,1,0
"26","1","fast","beh",67,18,38.0999984741211,1,1
"26","1","fast","beh",68,24,38.0999984741211,1,1
"26","1","fast","beh",69,12,34.7000007629395,1,0
"26","1","fast","beh",70,12,34.5,0,1
"26","1","fast","beh",71,3,31.5,0,0
"26","1","fast","beh",72,24,42.2000007629395,1,1
"26","1","fast","beh",73,24,41.7999992370605,1,1
"26","1","fast","beh",74,15,32.7000007629395,1,0
"26","1","fast","beh",75,3,32.9000015258789,1,1
"26","1","fast","beh",76,18,33.9000015258789,0,1
"26","1","fast","beh",77,12,35,1,1
"26","1","fast","beh",78,27,43.5,1,1
"26","1","fast","beh",79,12,34.7999992370605,1,0
"26","1","fast","beh",80,9,33.5999984741211,1,0
"26","1","fast","beh",81,21,35.7000007629395,1,1
"26","1","fast","beh",82,21,32.4000015258789,0,0
"26","1","fast","beh",83,24,40.5999984741211,1,1
"26","1","fast","beh",84,18,34,1,0
"26","1","fast","beh",85,18,30.8999996185303,1,0
"26","1","fast","beh",86,6,32.7000007629395,1,1
"26","1","fast","beh",87,27,43.2000007629395,1,1
"26","1","fast","beh",88,18,36.7000007629395,0,1
"26","1","fast","beh",89,15,35.7000007629395,1,1
"26","1","fast","beh",90,21,38.7000007629395,0,1
"26","1","fast","beh",91,3,31.7000007629395,1,0
"26","1","fast","beh",92,15,35.7999992370605,1,1
"26","1","fast","beh",93,21,31.7999992370605,0,1
"26","1","fast","beh",94,15,32.2000007629395,1,0
"26","1","fast","beh",95,21,31.7999992370605,0,0
"26","1","fast","beh",96,3,31.1000003814697,1,0
"26","1","fast","beh",97,15,32.0999984741211,0,0
"26","1","fast","beh",98,15,32.2999992370605,0,0
"26","1","fast","beh",99,18,37.2000007629395,0,1
"26","1","fast","beh",100,24,37.7999992370605,0,1
"27","1","fast","beh",1,27,35,1,0
"27","1","fast","beh",2,27,46.5,1,1
"27","1","fast","beh",3,6,33.7999992370605,1,0
"27","1","fast","beh",4,27,34.2999992370605,1,1
"27","1","fast","beh",5,21,31.1000003814697,1,0
"27","1","fast","beh",6,27,33.5,1,0
"27","1","fast","beh",7,27,32,0,1
"27","1","fast","beh",8,24,31.7000007629395,0,0
"27","1","fast","beh",9,0,32.9000015258789,1,1
"27","1","fast","beh",10,9,31.2000007629395,0,1
"27","1","fast","beh",11,6,42.2000007629395,1,1
"27","1","fast","beh",12,24,33.9000015258789,0,0
"27","1","fast","beh",13,9,43.5,1,1
"27","1","fast","beh",14,3,40.2999992370605,1,0
"27","1","fast","beh",15,27,36.9000015258789,1,1
"27","1","fast","beh",16,0,36.5999984741211,1,0
"27","1","fast","beh",17,21,40.2999992370605,1,1
"27","1","fast","beh",18,27,42.4000015258789,1,1
"27","1","fast","beh",19,9,34,1,0
"27","1","fast","beh",20,9,32.9000015258789,1,0
"27","1","fast","beh",21,18,34.4000015258789,1,1
"27","1","fast","beh",22,9,31.2000007629395,1,0
"27","1","fast","beh",23,15,31.7000007629395,1,0
"27","1","fast","beh",24,15,31,1,0
"27","1","fast","beh",25,18,31.5,1,0
"27","1","fast","beh",26,18,31,1,0
"27","1","fast","beh",27,21,32.2000007629395,0,0
"27","1","fast","beh",28,24,30.7999992370605,1,0
"27","1","fast","beh",29,27,38.5,1,1
"27","1","fast","beh",30,18,31.2000007629395,0,0
"27","1","fast","beh",31,12,30.6000003814697,1,0
"27","1","fast","beh",32,27,32.7999992370605,0,0
"27","1","fast","beh",33,18,32.2999992370605,1,0
"27","1","fast","beh",34,21,33.5999984741211,0,1
"27","1","fast","beh",35,24,31.1000003814697,0,0
"27","1","fast","beh",36,15,31.8999996185303,1,0
"27","1","fast","beh",37,21,34.7000007629395,1,1
"27","1","fast","beh",38,27,39.2000007629395,1,1
"27","1","fast","beh",39,15,31,1,0
"27","1","fast","beh",40,15,30.6000003814697,1,0
"27","1","fast","beh",41,15,30.2999992370605,1,0
"27","1","fast","beh",42,18,31.3999996185303,1,0
"27","1","fast","beh",43,27,38.0999984741211,1,1
"27","1","fast","beh",44,24,34.9000015258789,0,1
"27","1","fast","beh",45,21,33.4000015258789,0,0
"27","1","fast","beh",46,15,30.7000007629395,0,0
"27","1","fast","beh",47,27,39.7000007629395,1,1
"27","1","fast","beh",48,21,34.5999984741211,1,0
"27","1","fast","beh",49,27,33.7999992370605,0,1
"27","1","fast","beh",50,21,34.4000015258789,1,0
"27","1","fast","beh",51,21,34.2000007629395,1,0
"27","1","fast","beh",52,27,34.2000007629395,0,1
"27","1","fast","beh",53,21,34.0999984741211,0,0
"27","1","fast","beh",54,12,30.2000007629395,1,0
"27","1","fast","beh",55,24,32,0,0
"27","1","fast","beh",56,27,30.5,0,0
"27","1","fast","beh",57,27,39.7000007629395,1,1
"27","1","fast","beh",58,21,30.3999996185303,0,1
"27","1","fast","beh",59,21,30.8999996185303,0,1
"27","1","fast","beh",60,27,37.7999992370605,1,1
"27","1","fast","beh",61,27,34.7000007629395,0,0
"27","1","fast","beh",62,27,34.9000015258789,0,0
"27","1","fast","beh",63,18,32.7999992370605,0,0
"27","1","fast","beh",64,24,33.2999992370605,0,0
"27","1","fast","beh",65,24,36.5999984741211,1,1
"27","1","fast","beh",66,27,35.2000007629395,1,1
"27","1","fast","beh",67,15,31.8999996185303,1,0
"27","1","fast","beh",68,27,32.5,0,1
"27","1","fast","beh",69,24,31.2000007629395,0,0
"27","1","fast","beh",70,27,36.9000015258789,1,1
"27","1","fast","beh",71,21,30.3999996185303,0,0
"27","1","fast","beh",72,24,33.5,0,0
"27","1","fast","beh",73,12,30.7000007629395,1,0
"27","1","fast","beh",74,12,30.6000003814697,1,0
"27","1","fast","beh",75,21,33.7999992370605,1,1
"27","1","fast","beh",76,21,32.2000007629395,0,0
"27","1","fast","beh",77,15,30.1000003814697,0,0
